"Date","Region","Cases","Fatalities","Hospitalised","GeneralWards","ICU","CurrentHosp","CurrentGW","CurrentICU"
"2020-03-02","Baden-Wurttemberg",18,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Bayern",28,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Berlin",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Brandenburg",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Bremen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Hamburg",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Hessen",12,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Mecklenburg-Vorpommern",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Niedersachsen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Nordrhein-Westfalen",76,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Rheinland-Pfalz",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Saarland",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Sachsen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Sachsen-Anhalt",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Schleswig-Holstein",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-02","Thuringen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Baden-Wurttemberg",25,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Bayern",32,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Berlin",6,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Brandenburg",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Bremen",3,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Hamburg",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Hessen",12,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Mecklenburg-Vorpommern",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Niedersachsen",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Nordrhein-Westfalen",98,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Rheinland-Pfalz",6,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Saarland",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Sachsen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Sachsen-Anhalt",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Schleswig-Holstein",3,0,"NA","NA","NA","NA","NA","NA"
"2020-03-03","Thuringen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Baden-Wurttemberg",50,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Bayern",48,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Berlin",7,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Brandenburg",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Bremen",3,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Hamburg",3,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Hessen",12,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Mecklenburg-Vorpommern",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Niedersachsen",7,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Nordrhein-Westfalen",115,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Rheinland-Pfalz",7,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Saarland",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Sachsen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Sachsen-Anhalt",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Schleswig-Holstein",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-04","Thuringen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Baden-Wurttemberg",73,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Bayern",70,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Berlin",13,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Brandenburg",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Bremen",3,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Hamburg",5,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Hessen",14,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Mecklenburg-Vorpommern",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Niedersachsen",18,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Nordrhein-Westfalen",181,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Rheinland-Pfalz",8,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Saarland",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Sachsen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Sachsen-Anhalt",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Schleswig-Holstein",7,0,"NA","NA","NA","NA","NA","NA"
"2020-03-05","Thuringen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Baden-Wurttemberg",96,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Bayern",117,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Berlin",19,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Brandenburg",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Bremen",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Hamburg",11,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Hessen",16,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Mecklenburg-Vorpommern",5,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Niedersachsen",18,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Nordrhein-Westfalen",329,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Rheinland-Pfalz",10,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Saarland",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Sachsen",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Sachsen-Anhalt",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Schleswig-Holstein",7,0,"NA","NA","NA","NA","NA","NA"
"2020-03-06","Thuringen",1,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Baden-Wurttemberg",170,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Bayern",134,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Berlin",28,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Brandenburg",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Bremen",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Hamburg",13,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Hessen",17,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Mecklenburg-Vorpommern",5,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Niedersachsen",19,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Nordrhein-Westfalen",373,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Rheinland-Pfalz",13,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Saarland",3,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Sachsen",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Sachsen-Anhalt",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Schleswig-Holstein",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-07","Thuringen",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Baden-Wurttemberg",182,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Bayern",172,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Berlin",40,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Brandenburg",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Bremen",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Hamburg",13,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Hessen",19,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Mecklenburg-Vorpommern",8,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Niedersachsen",21,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Nordrhein-Westfalen",398,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Rheinland-Pfalz",19,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Saarland",9,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Sachsen",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Sachsen-Anhalt",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Schleswig-Holstein",7,0,"NA","NA","NA","NA","NA","NA"
"2020-03-08","Thuringen",2,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Baden-Wurttemberg",204,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Bayern",256,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Berlin",48,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Brandenburg",6,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Bremen",4,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Hamburg",17,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Hessen",26,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Mecklenburg-Vorpommern",10,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Niedersachsen",38,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Nordrhein-Westfalen",484,2,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Rheinland-Pfalz",19,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Saarland",6,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Sachsen",12,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Sachsen-Anhalt",0,0,"NA","NA","NA","NA","NA","NA"
"2020-03-09","Schleswig-Holstein",9,0,"NA","NA","NA","NA","NA","NA"
